ShipName;ShipAddress;ShipCity;ShipRegion;ShipPostalCode;ShipCountry;CustomerID;CustomerName;Address;City;Region;PostalCode;Country;Salesperson;OrderID;OrderDate;RequiredDate;ShippedDate;ShipperName;ProductID;ProductName;UnitPrice;Quantity;Discount;ExtendedPrice;Freight
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Nancy Davolio;10351;11/11/1996;12/9/1996;11/20/1996;Speedy Express;44;Gula Malacca;15.5;77;5.00E-02;1133.82;162.33
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Nancy Davolio;10351;11/11/1996;12/9/1996;11/20/1996;Speedy Express;65;Louisiana Fiery Hot Pepper Sauce;16.8;10;5.00E-02;159.6;162.33
Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;FURIB;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;Janet Leverling;10352;11/12/1996;11/26/1996;11/18/1996;Federal Shipping;24;Guaran� Fant�stica;3.6;10;0;36;1.3
Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;FURIB;Furia Bacalhau e Frutos do Mar;Jardim das rosas n. 32;Lisboa;;1675;Portugal;Janet Leverling;10352;11/12/1996;11/26/1996;11/18/1996;Federal Shipping;54;Tourti�re;5.9;20;0.15000001;100.3;1.3
Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria;PICCO;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria;Robert King;10353;11/13/1996;12/11/1996;11/25/1996;Federal Shipping;11;Queso Cabrales;16.8;12;0.2;161.28;360.63
Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria;PICCO;Piccolo und mehr;Geislweg 14;Salzburg;;5020;Austria;Robert King;10353;11/13/1996;12/11/1996;11/25/1996;Federal Shipping;38;C�te de Blaye;210.8;50;0.2;8432;360.63
Pericles Comidas cl�sicas;Calle Dr. Jorge Cash 321;M�xico D.F.;;5033;Mexico;PERIC;Pericles Comidas cl�sicas;Calle Dr. Jorge Cash 321;M�xico D.F.;;5033;Mexico;Laura Callahan;10354;11/14/1996;12/12/1996;11/20/1996;Federal Shipping;1;Chai;14.4;12;0;172.8;53.8
Pericles Comidas cl�sicas;Calle Dr. Jorge Cash 321;M�xico D.F.;;5033;Mexico;PERIC;Pericles Comidas cl�sicas;Calle Dr. Jorge Cash 321;M�xico D.F.;;5033;Mexico;Laura Callahan;10354;11/14/1996;12/12/1996;11/20/1996;Federal Shipping;29;Th�ringer Rostbratwurst;99;4;0;396;53.8
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Michael Suyama;10355;11/15/1996;12/13/1996;11/20/1996;Speedy Express;24;Guaran� Fant�stica;3.6;25;0;90;41.95
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Michael Suyama;10355;11/15/1996;12/13/1996;11/20/1996;Speedy Express;57;Ravioli Angelo;15.6;25;0;390;41.95
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Michael Suyama;10356;11/18/1996;12/16/1996;11/27/1996;United Package;31;Gorgonzola Telino;10;30;0;300;36.71
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Michael Suyama;10356;11/18/1996;12/16/1996;11/27/1996;United Package;55;P�t� chinois;19.2;12;0;230.4;36.71
Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;WANDK;Die Wandernde Kuh;Adenauerallee 900;Stuttgart;;70563;Germany;Michael Suyama;10356;11/18/1996;12/16/1996;11/27/1996;United Package;69;Gudbrandsdalsost;28.8;20;0;576;36.71
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Nancy Davolio;10357;11/19/1996;12/17/1996;12/2/1996;Federal Shipping;10;Ikura;24.8;30;0.2;595.2;34.88
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Nancy Davolio;10357;11/19/1996;12/17/1996;12/2/1996;Federal Shipping;26;Gumb�r Gummib�rchen;24.9;16;0;398.4;34.88
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Nancy Davolio;10357;11/19/1996;12/17/1996;12/2/1996;Federal Shipping;60;Camembert Pierrot;27.2;8;0.2;174.08;34.88
La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;Steven Buchanan;10358;11/20/1996;12/18/1996;11/27/1996;Speedy Express;24;Guaran� Fant�stica;3.6;10;5.00E-02;34.2;19.64
La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;Steven Buchanan;10358;11/20/1996;12/18/1996;11/27/1996;Speedy Express;34;Sasquatch Ale;11.2;10;5.00E-02;106.4;19.64
La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;Steven Buchanan;10358;11/20/1996;12/18/1996;11/27/1996;Speedy Express;36;Inlagd Sill;15.2;20;5.00E-02;288.8;19.64
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10359;11/21/1996;12/19/1996;11/26/1996;Federal Shipping;16;Pavlova;13.9;56;5.00E-02;739.48;288.43
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10359;11/21/1996;12/19/1996;11/26/1996;Federal Shipping;31;Gorgonzola Telino;10;70;5.00E-02;665;288.43
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Steven Buchanan;10359;11/21/1996;12/19/1996;11/26/1996;Federal Shipping;60;Camembert Pierrot;27.2;80;5.00E-02;2067.2;288.43
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Margaret Peacock;10360;11/22/1996;12/20/1996;12/2/1996;Federal Shipping;28;R�ssle Sauerkraut;36.4;30;0;1092;131.7
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Margaret Peacock;10360;11/22/1996;12/20/1996;12/2/1996;Federal Shipping;29;Th�ringer Rostbratwurst;99;35;0;3465;131.7
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Margaret Peacock;10360;11/22/1996;12/20/1996;12/2/1996;Federal Shipping;38;C�te de Blaye;210.8;10;0;2108;131.7
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Margaret Peacock;10360;11/22/1996;12/20/1996;12/2/1996;Federal Shipping;49;Maxilaku;16;35;0;560;131.7
Blondel p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;BLONP;Blondesddsl p�re et fils;"24, place Kl�ber";Strasbourg;;67000;France;Margaret Peacock;10360;11/22/1996;12/20/1996;12/2/1996;Federal Shipping;54;Tourti�re;5.9;28;0;165.2;131.7
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Nancy Davolio;10361;11/22/1996;12/20/1996;12/3/1996;United Package;39;Chartreuse verte;14.4;54;0.1;699.84;183.17
QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;QUICK;QUICK-Stop;Taucherstra�e 10;Cunewalde;;1307;Germany;Nancy Davolio;10361;11/22/1996;12/20/1996;12/3/1996;United Package;60;Camembert Pierrot;27.2;55;0.1;1346.4;183.17
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Janet Leverling;10362;11/25/1996;12/23/1996;11/28/1996;Speedy Express;25;NuNuCa Nu�-Nougat-Creme;11.2;50;0;560;96.04
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Janet Leverling;10362;11/25/1996;12/23/1996;11/28/1996;Speedy Express;51;Manjimup Dried Apples;42.4;20;0;848;96.04
Bon app';"12, rue des Bouchers";Marseille;;13008;France;BONAP;Bon app';"12, rue des Bouchers";Marseille;;13008;France;Janet Leverling;10362;11/25/1996;12/23/1996;11/28/1996;Speedy Express;54;Tourti�re;5.9;24;0;141.6;96.04
Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;DRACD;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;Margaret Peacock;10363;11/26/1996;12/24/1996;12/4/1996;Federal Shipping;31;Gorgonzola Telino;10;20;0;200;30.54
Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;DRACD;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;Margaret Peacock;10363;11/26/1996;12/24/1996;12/4/1996;Federal Shipping;75;Rh�nbr�u Klosterbier;6.2;12;0;74.4;30.54
Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;DRACD;Drachenblut Delikatessen;Walserweg 21;Aachen;;52066;Germany;Margaret Peacock;10363;11/26/1996;12/24/1996;12/4/1996;Federal Shipping;76;Lakkalik��ri;14.4;12;0;172.8;30.54
Eastern Connection;35 King George;London;;WX3 6FW;UK;EASTC;Eastern Connection;35 King George;London;;WX3 6FW;UK;Nancy Davolio;10364;11/26/1996;1/7/1997;12/4/1996;Speedy Express;69;Gudbrandsdalsost;28.8;30;0;864;71.97
Eastern Connection;35 King George;London;;WX3 6FW;UK;EASTC;Eastern Connection;35 King George;London;;WX3 6FW;UK;Nancy Davolio;10364;11/26/1996;1/7/1997;12/4/1996;Speedy Express;71;Flotemysost;17.2;5;0;86;71.97
Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;ANTON;Antonio Moreno Taquer�a;Mataderos  2312;M�xico D.F.;;5023;Mexico;Janet Leverling;10365;11/27/1996;12/25/1996;12/2/1996;United Package;11;Queso Cabrales;16.8;24;0;403.2;22
Galer�a del gastron�mo;"Rambla de Catalu�a, 23";Barcelona;;8022;Spain;GALED;Galer�a del gastr�nomo;"Rambla de Catalu�a, 23";Barcelona;;8022;Spain;Laura Callahan;10366;11/28/1996;1/9/1997;12/30/1996;United Package;65;Louisiana Fiery Hot Pepper Sauce;16.8;5;0;84;10.14
Galer�a del gastron�mo;"Rambla de Catalu�a, 23";Barcelona;;8022;Spain;GALED;Galer�a del gastr�nomo;"Rambla de Catalu�a, 23";Barcelona;;8022;Spain;Laura Callahan;10366;11/28/1996;1/9/1997;12/30/1996;United Package;77;Original Frankfurter gr�ne So�e;10.4;5;0;52;10.14
Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;Robert King;10367;11/28/1996;12/26/1996;12/2/1996;Federal Shipping;34;Sasquatch Ale;11.2;36;0;403.2;13.55
Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;Robert King;10367;11/28/1996;12/26/1996;12/2/1996;Federal Shipping;54;Tourti�re;5.9;18;0;106.2;13.55
Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;Robert King;10367;11/28/1996;12/26/1996;12/2/1996;Federal Shipping;65;Louisiana Fiery Hot Pepper Sauce;16.8;15;0;252;13.55
Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;VAFFE;Vaffeljernet;Smagsloget 45;�rhus;;8200;Denmark;Robert King;10367;11/28/1996;12/26/1996;12/2/1996;Federal Shipping;77;Original Frankfurter gr�ne So�e;10.4;7;0;72.8;13.55
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Andrew Fuller;10368;11/29/1996;12/27/1996;12/2/1996;United Package;21;Sir Rodney's Scones;8;5;0.1;36;101.95
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Andrew Fuller;10368;11/29/1996;12/27/1996;12/2/1996;United Package;28;R�ssle Sauerkraut;36.4;13;0.1;425.88;101.95
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Andrew Fuller;10368;11/29/1996;12/27/1996;12/2/1996;United Package;57;Ravioli Angelo;15.6;25;0;390;101.95
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Andrew Fuller;10368;11/29/1996;12/27/1996;12/2/1996;United Package;64;Wimmers gute Semmelkn�del;26.6;35;0.1;837.9;101.95
Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;SPLIR;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;Laura Callahan;10369;12/2/1996;12/30/1996;12/9/1996;United Package;29;Th�ringer Rostbratwurst;99;20;0;1980;195.68
Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;SPLIR;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;Laura Callahan;10369;12/2/1996;12/30/1996;12/9/1996;United Package;56;Gnocchi di nonna Alice;30.4;18;0.25;410.4;195.68
Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland;CHOPS;Chop-suey Chinese;Hauptstr. 29;Bern;;3012;Switzerland;Michael Suyama;10370;12/3/1996;12/31/1996;12/27/1996;United Package;1;Chai;14.4;15;0.15000001;183.6;1.17
Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland;CHOPS;Chop-suey Chinese;Hauptstr. 29;Bern;;3012;Switzerland;Michael Suyama;10370;12/3/1996;12/31/1996;12/27/1996;United Package;64;Wimmers gute Semmelkn�del;26.6;30;0;798;1.17
Chop-suey Chinese;Hauptstr. 31;Bern;;3012;Switzerland;CHOPS;Chop-suey Chinese;Hauptstr. 29;Bern;;3012;Switzerland;Michael Suyama;10370;12/3/1996;12/31/1996;12/27/1996;United Package;74;Longlife Tofu;8;20;0.15000001;136;1.17
La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;LAMAI;La maison d'Asie;1 rue Alsace-Lorraine;Toulouse;;31000;France;Nancy Davolio;10371;12/3/1996;12/31/1996;12/24/1996;Speedy Express;36;Inlagd Sill;15.2;6;0.2;72.96;0.45
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Steven Buchanan;10372;12/4/1996;1/1/1997;12/9/1996;United Package;20;Sir Rodney's Marmalade;64.8;12;0.25;583.2;890.78
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Steven Buchanan;10372;12/4/1996;1/1/1997;12/9/1996;United Package;38;C�te de Blaye;210.8;40;0.25;6324;890.78
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Steven Buchanan;10372;12/4/1996;1/1/1997;12/9/1996;United Package;60;Camembert Pierrot;27.2;70;0.25;1428;890.78
Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;QUEEN;Queen Cozinha;"Alameda dos Can�rios, 891";Sao Paulo;SP;05487-020;Brazil;Steven Buchanan;10372;12/4/1996;1/1/1997;12/9/1996;United Package;72;Mozzarella di Giovanni;27.8;42;0.25;875.7;890.78
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Margaret Peacock;10373;12/5/1996;1/2/1997;12/11/1996;Federal Shipping;58;Escargots de Bourgogne;10.6;80;0.2;678.4;124.12
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Margaret Peacock;10373;12/5/1996;1/2/1997;12/11/1996;Federal Shipping;71;Flotemysost;17.2;50;0.2;688;124.12
Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;WOLZA;Wolski  Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;Nancy Davolio;10374;12/5/1996;1/2/1997;12/9/1996;Federal Shipping;31;Gorgonzola Telino;10;30;0;300;3.94
Wolski Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;WOLZA;Wolski  Zajazd;ul. Filtrowa 68;Warszawa;;01-012;Poland;Nancy Davolio;10374;12/5/1996;1/2/1997;12/9/1996;Federal Shipping;58;Escargots de Bourgogne;10.6;15;0;159;3.94
Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA;HUNGC;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA;Janet Leverling;10375;12/6/1996;1/3/1997;12/9/1996;United Package;14;Tofu;18.6;15;0;279;20.12
Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA;HUNGC;Hungry Coyote Import Store;City Center Plaza 516 Main St.;Elgin;OR;97827;USA;Janet Leverling;10375;12/6/1996;1/3/1997;12/9/1996;United Package;54;Tourti�re;5.9;10;0;59;20.12
M�re Paillarde;43 rue St. Laurent;Montr�al;Qu�bec;H1J 1C3;Canada;MEREP;M�re Paillarde;43 rue St. Laurent;Montr�al;Qu�bec;H1J 1C3;Canada;Nancy Davolio;10376;12/9/1996;1/6/1997;12/13/1996;United Package;31;Gorgonzola Telino;10;42;5.00E-02;399;20.39
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Nancy Davolio;10377;12/9/1996;1/6/1997;12/13/1996;Federal Shipping;28;R�ssle Sauerkraut;36.4;20;0.15000001;618.8;22.21
Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;SEVES;Seven Seas Imports;90 Wadhurst Rd.;London;;OX15 4NB;UK;Nancy Davolio;10377;12/9/1996;1/6/1997;12/13/1996;Federal Shipping;39;Chartreuse verte;14.4;20;0.15000001;244.8;22.21
Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;FOLKO;Folk och f� HB;�kergatan 24;Br�cke;;S-844 67;Sweden;Steven Buchanan;10378;12/10/1996;1/7/1997;12/19/1996;Federal Shipping;71;Flotemysost;17.2;6;0;103.2;5.44
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Andrew Fuller;10379;12/11/1996;1/8/1997;12/13/1996;Speedy Express;41;Jack's New England Clam Chowder;7.7;8;0.1;55.44;45.03
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Andrew Fuller;10379;12/11/1996;1/8/1997;12/13/1996;Speedy Express;63;Vegie-spread;35.1;16;0.1;505.44;45.03
Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;QUEDE;Que Del�cia;"Rua da Panificadora, 12";Rio de Janeiro;RJ;02389-673;Brazil;Andrew Fuller;10379;12/11/1996;1/8/1997;12/13/1996;Speedy Express;65;Louisiana Fiery Hot Pepper Sauce;16.8;20;0.1;302.4;45.03
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Laura Callahan;10380;12/12/1996;1/9/1997;1/16/1997;Federal Shipping;30;Nord-Ost Matjeshering;20.7;18;0.1;335.34;35.03
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Laura Callahan;10380;12/12/1996;1/9/1997;1/16/1997;Federal Shipping;53;Perth Pasties;26.2;20;0.1;471.6;35.03
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Laura Callahan;10380;12/12/1996;1/9/1997;1/16/1997;Federal Shipping;60;Camembert Pierrot;27.2;6;0.1;146.88;35.03
Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;HUNGO;Hungry Owl All-Night Grocers;8 Johnstown Road;Cork;Co. Cork;;Ireland;Laura Callahan;10380;12/12/1996;1/9/1997;1/16/1997;Federal Shipping;70;Outback Lager;12;30;0;360;35.03
LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;LILAS;LILA-Supermercado;Carrera 52 con Ave. Bol�var #65-98 Llano Largo;Barquisimeto;Lara;3508;Venezuela;Janet Leverling;10381;12/12/1996;1/9/1997;12/13/1996;Federal Shipping;74;Longlife Tofu;8;14;0;112;7.99
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Margaret Peacock;10382;12/13/1996;1/10/1997;12/16/1996;Speedy Express;5;Chef Anton's Gumbo Mix;17;32;0;544;94.77
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Margaret Peacock;10382;12/13/1996;1/10/1997;12/16/1996;Speedy Express;18;Carnarvon Tigers;50;9;0;450;94.77
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Margaret Peacock;10382;12/13/1996;1/10/1997;12/16/1996;Speedy Express;29;Th�ringer Rostbratwurst;99;14;0;1386;94.77
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Margaret Peacock;10382;12/13/1996;1/10/1997;12/16/1996;Speedy Express;33;Geitost;2;60;0;120;94.77
Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;ERNSH;Ernst Handel;Kirchgasse 6;Graz;;8010;Austria;Margaret Peacock;10382;12/13/1996;1/10/1997;12/16/1996;Speedy Express;74;Longlife Tofu;8;50;0;400;94.77
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Laura Callahan;10383;12/16/1996;1/13/1997;12/18/1996;Federal Shipping;13;Konbu;4.8;20;0;96;34.24
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Laura Callahan;10383;12/16/1996;1/13/1997;12/18/1996;Federal Shipping;50;Valkoinen suklaa;13;15;0;195;34.24
Around the Horn;Brook Farm Stratford St. Mary;Colchester;Essex;CO7 6JX;UK;AROUT;Around the Horn;120 Hanover Sq.;London;;WA1 1DP;UK;Laura Callahan;10383;12/16/1996;1/13/1997;12/18/1996;Federal Shipping;56;Gnocchi di nonna Alice;30.4;20;0;608;34.24
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Janet Leverling;10384;12/16/1996;1/13/1997;12/20/1996;Federal Shipping;20;Sir Rodney's Marmalade;64.8;28;0;1814.4;168.64
Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;BERGS;Berglunds snabbk�p;Berguvsv�gen  8;Lule�;;S-958 22;Sweden;Janet Leverling;10384;12/16/1996;1/13/1997;12/20/1996;Federal Shipping;60;Camembert Pierrot;27.2;15;0;408;168.64
Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;SPLIR;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;Nancy Davolio;10385;12/17/1996;1/14/1997;12/23/1996;United Package;7;Uncle Bob's Organic Dried Pears;24;10;0.2;192;30.96
Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;SPLIR;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;Nancy Davolio;10385;12/17/1996;1/14/1997;12/23/1996;United Package;60;Camembert Pierrot;27.2;20;0.2;435.2;30.96
Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;SPLIR;Split Rail Beer & Ale;P.O. Box 555;Lander;WY;82520;USA;Nancy Davolio;10385;12/17/1996;1/14/1997;12/23/1996;United Package;68;Scottish Longbreads;10;8;0.2;64;30.96
Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;FAMIA;Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;Anne Dodsworth;10386;12/18/1996;1/1/1997;12/25/1996;Federal Shipping;24;Guaran� Fant�stica;3.6;15;0;54;13.99
Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;FAMIA;Familia Arquibaldo;"Rua Or�s, 92";Sao Paulo;SP;05442-030;Brazil;Anne Dodsworth;10386;12/18/1996;1/1/1997;12/25/1996;Federal Shipping;34;Sasquatch Ale;11.2;10;0;112;13.99
Sant� Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway;SANTG;Sant� Gourmet;Erling Skakkes gate 78;Stavern;;4110;Norway;Nancy Davolio;10387;12/18/1996;1/15/1997;12/20/1996;United Package;24;Guaran� Fant�stica;3.6;15;0;54;93.63
